Slice,Count,Total Area,Average Size,%Area,Mean
H19.33.004-A1-GFAP_Layer5-6_analysis_30pct.tif,25721,82749.387,3.217,1.339,255
H20.33.002-A1-GFAP_Layer5-6_analysis_30pct.tif,16203,50257.853,3.102,0.813,255
H20.33.005-A1-GFAP_Layer5-6_analysis_30pct.tif,57416,179267.402,3.122,4.140,255
H20.33.027-A2-GFAP_Layer5-6_analysis_30pct.tif,72223,264807.048,3.667,2.338,255
H20.33.035-A1-GFAP_Layer5-6_analysis_30pct.tif,68043,232853.688,3.422,2.218,255
H21.33.011-A2-GFAP_Layer5-6_analysis_30pct.tif,84027,288708.664,3.436,5.331,255
H21.33.041-A1-GFAP_Layer5-6_analysis_30pct.tif,70248,194646.528,2.771,4.280,255
