Slice,Count,Total Area,Average Size,%Area,Mean
H21.33.041-A1-AT_Layer5-6_analysis_30pct.tif,401,664.227,1.656,0.014,255
H21.33.011-A2-AT_Layer5-6_analysis_30pct.tif,1355,2084.265,1.538,0.037,255
H20.33.027-A2-AT_Layer5-6_analysis_30pct.tif,6637,10303.323,1.552,0.101,255
H20.33.002-A1-AT_Layer5-6_analysis_30pct.tif,662,922.622,1.394,0.016,255
H20.33.005-A1-AT_Layer5-6_analysis_30pct.tif,7500,12927.272,1.724,0.288,255
H19.33.004-A01-AT_Layer5-6_analysis_30pct.tif,2836,3998.195,1.410,0.061,255
H20.33.035-A1-AT_Layer5-6_analysis_30pct.tif,250,474.017,1.896,0.005,255
