Slice,Count,Total Area,Average Size,%Area,Mean
H20.33.004-A1-GFAP_Layer5-6_analysis_30pct.tif,92011,293698.671,3.192,6.283,255
H20.33.017-A1-GFAP_Layer5-6_analysis_30pct.tif,135574,479069.165,3.534,5.113,255
H20.33.020-A2-GFAP_Layer5-6_analysis_30pct.tif,121924,572853.281,4.698,6.426,255
H21.33.027-A2-GFAP_Layer5-6_analysis_30pct.tif,103139,444987.008,4.314,5.918,255
H21.33.029-A2-GFAP_Layer5-6_analysis_30pct.tif,56018,151936.461,2.712,2.315,255
H21.33.031-A2-GFAP_Layer5-6_analysis_30pct.tif,87218,259190.049,2.972,7.735,255
H21.33.046-A2-GFAP_Layer5-6_analysis_30pct.tif,217144,756998.979,3.486,11.444,255
