Slice,Count,Total Area,Average Size,%Area,Mean
H20.33.011-A2-AT_Layer5-6_analysis_30pct.tif,16855,32730.304,1.942,0.775,255
H21.33.042-A2-AT_Layer5-6_analysis_30pct.tif,26274,53457.718,2.035,1.130,255
H21.33.013-A1-AT_Layer5-6_analysis_30pct.tif,18536,33979.252,1.833,0.473,255
H20.33.029-A1-AT_Layer5-6_analysis_30pct.tif,2244,5391.563,2.403,0.116,255
H20.33.026-A2-AT_Layer5-6_analysis_30pct.tif,90906,237336.719,2.611,6.196,255
H21.33.002-A1-AT_Layer5-6_analysis_30pct.tif,255715,664509.602,2.599,8.782,255
H21.33.007-A1-AT_Layer5-6_analysis_30pct.tif,102879,230850.187,2.244,4.419,255
