Slice,Count,Total Area,Average Size,%Area,Mean
H20.33.011-A2-GFAP_Layer5-6_analysis_30pct.tif,17078,51299.231,3.004,1.194,255
H20.33.026-A2-GFAP_Layer5-6_analysis_30pct.tif,15615,51285.896,3.284,1.335,255
H20.33.029-A1-GFAP_Layer5-6_analysis_30pct.tif,27521,90926.680,3.304,1.931,255
H21.33.002-A1-GFAP_Layer5-6_analysis_30pct.tif,98655,411009.517,4.166,5.425,255
H21.33.007-A1-GFAP_Layer5-6_analysis_30pct.tif,86391,373775.299,4.327,6.872,255
H21.33.013-A1-GFAP_Layer5-6_analysis_30pct.tif,183609,701002.353,3.818,10.389,255
H21.33.042-A2-GFAP_Layer5-6_analysis_30pct.tif,44205,109768.594,2.483,2.337,255
